Data set,All Authors affiliated with Dartmouth College,,,,,,,,,,
Entity,Dartmouth College,,,,,,,,,,
Year range,2013 to >2023,,,,,,,,,,
Types of publications included,all publication types,,,,,,,,,,
Self-citations,included,,,,,,,,,,
,,,,,,,,,,,
Data source,Scopus,,,,,,,,,,
Date last updated,12-Jun-24,,,,,,,,,,
,,,,,,,,,,,
Name,Scholarly Output,Most recent publication,Citations,Citations per Publication,Field-Weighted Citation Impact,h-index,Output in Top 10% Citation Percentiles (field-weighted),Oldest publication (since 1996),Scopus author ID,Scopus author profile,Primary author affiliation
"Ahmad, Sophia",2,2021,0,0,0,0,0,2021,57226663658,https://www.scopus.com/authid/detail.url?authorId=57226663658,Dartmouth College
"Chang, Andrew S.",2,2015,25,12.5,0.52,2,0,2014,56893083200,https://www.scopus.com/authid/detail.url?authorId=56893083200,Dartmouth College
"Scheiman, Julianna M.",2,2014,85,42.5,0.42,2,0,2010,35722935600,https://www.scopus.com/authid/detail.url?authorId=35722935600,Dartmouth College
"Forman, Judith L.",2,2017,343,171.5,9.69,2,2,2014,58325247700,https://www.scopus.com/authid/detail.url?authorId=58325247700,Dartmouth College
"Rhynhart, Kurt K.",2,2019,16,8,0.53,5,0,2019,6603312176,https://www.scopus.com/authid/detail.url?authorId=6603312176,Unknown affiliation
"Campbell, Emily",2,2022,29,14.5,3.07,1,1,2022,57735996500,https://www.scopus.com/authid/detail.url?authorId=57735996500,Dartmouth College
"Garcia, Matt",2,2017,14,7,0.2,4,0,2017,55818340200,https://www.scopus.com/authid/detail.url?authorId=55818340200,Arizona State University
"Glaholt, Stephen P.",2,2019,23,11.5,0.56,12,0,2005,14018047400,https://www.scopus.com/authid/detail.url?authorId=14018047400,Indiana University Bloomington
"Garcia, Desirée J.",2,2019,0,0,0,0,0,2019,57657741300,https://www.scopus.com/authid/detail.url?authorId=57657741300,Dartmouth College
"Hasse, J. Michael",2,2017,99,49.5,1.04,5,0,2013,57195135348,https://www.scopus.com/authid/detail.url?authorId=57195135348,New York University
"Salinaro, Julia R.",2,2020,25,12.5,0.62,2,0,2016,58288737100,https://www.scopus.com/authid/detail.url?authorId=58288737100,Dartmouth College
"Charlton, Paul",2,2018,38,19,0.86,1,0,2013,59059230900,https://www.scopus.com/authid/detail.url?authorId=59059230900,Dartmouth College
"Mete, Öykü Z.",2,2023,3,1.5,0.34,1,0,2023,58557088500,https://www.scopus.com/authid/detail.url?authorId=58557088500,Unknown affiliation
"Atwood, Emily Carson",2,2017,209,104.5,9.7,3,2,2016,57189511586,https://www.scopus.com/authid/detail.url?authorId=57189511586,Dartmouth College
"Kircher, Christopher",2,2016,212,106,3.35,2,1,2015,56906781100,https://www.scopus.com/authid/detail.url?authorId=56906781100,Dartmouth College
"Pellacini, Fabio",2,2013,65,32.5,1.37,32,14,2006,57204376125,https://www.scopus.com/authid/detail.url?authorId=57204376125,University of Rome La Sapienza
"Allie, Rameeza",2,2013,89,44.5,1.7,18,2,2009,6507446309,https://www.scopus.com/authid/detail.url?authorId=6507446309,Pennsylvania State University
"Sweetman, Chlöe A.",2,2022,15,7.5,1.77,1,1,2019,57211081602,https://www.scopus.com/authid/detail.url?authorId=57211081602,Dartmouth College
"Noh, Hyuk-jun",2,2024,2,1,0.22,22,0,2023,57200826332,https://www.scopus.com/authid/detail.url?authorId=57200826332,Ulsan National Institute of Science and Technology
"Swarup, Abhishek",2,2018,34,17,1.36,6,0,2018,57055402700,https://www.scopus.com/authid/detail.url?authorId=57055402700,"Rutgers - The State University of New Jersey, New Brunswick"
"Kenyon, Tina",2,2020,0,0,0,1,0,2020,35776311800,https://www.scopus.com/authid/detail.url?authorId=35776311800,Unknown affiliation
"Bisson, Patrick J.",2,2014,32,16,1.04,12,0,2013,15123868600,https://www.scopus.com/authid/detail.url?authorId=15123868600,Tufts University
"Chesmore, Kevin N.",2,2018,65,32.5,1.55,5,1,2018,57189890458,https://www.scopus.com/authid/detail.url?authorId=57189890458,University of California at Los Angeles
"Gu, Shujie",2,2020,26,13,0.97,4,0,2019,7202219838,https://www.scopus.com/authid/detail.url?authorId=7202219838,University of Texas at Dallas
"Xia, Xue",2,2018,21,10.5,0.44,1,0,2017,57195250960,https://www.scopus.com/authid/detail.url?authorId=57195250960,Dartmouth College
"Owen, Lucy W.",2,2022,8,4,0.63,2,0,2021,58825243700,https://www.scopus.com/authid/detail.url?authorId=58825243700,Dartmouth College
"Konuthula, Dedeepya",2,2016,43,21.5,0.52,3,0,2013,55873955600,https://www.scopus.com/authid/detail.url?authorId=55873955600,The University of Chicago
"Boyce, William Henry",2,2021,1,0.5,1.16,1,0,2016,57191283390,https://www.scopus.com/authid/detail.url?authorId=57191283390,Dartmouth College
"Guerin, Stephen J.",2,2021,9,4.5,0.5,10,2,2000,7103339652,https://www.scopus.com/authid/detail.url?authorId=7103339652,Dartmouth College
"Joosten, Sebastiaan J.C.",2,2020,5,2.5,0.35,6,0,2020,41561396600,https://www.scopus.com/authid/detail.url?authorId=41561396600,University of Minnesota Twin Cities
"Heath, Joshuah T.",2,2023,1,0.5,0.17,3,0,2023,56478232900,https://www.scopus.com/authid/detail.url?authorId=56478232900,Dartmouth College
"Birkmeyer, Nancy",2,2021,331,165.5,15.25,1,1,2020,58085919200,https://www.scopus.com/authid/detail.url?authorId=58085919200,Dartmouth College
"Lauer, Caroline S.",2,2020,24,12,0.73,1,0,2020,57214454567,https://www.scopus.com/authid/detail.url?authorId=57214454567,Dartmouth College
"Dorris, Hannah J.",2,2024,4,2,3.93,1,2,2023,58497494200,https://www.scopus.com/authid/detail.url?authorId=58497494200,Dartmouth College
"Osmundsen, Rachel",2,2022,5,2.5,0.28,2,0,2021,57201028820,https://www.scopus.com/authid/detail.url?authorId=57201028820,Dartmouth College
"Zhou, Feng",2,2021,104,52,3.08,18,2,2020,57196417239,https://www.scopus.com/authid/detail.url?authorId=57196417239,Southwest University
"Zhu, Mingzhu",2,2013,35,17.5,1.01,3,0,2013,57225874122,https://www.scopus.com/authid/detail.url?authorId=57225874122,Unknown affiliation
"Österberg, Ulf L.",2,2021,32,16,1.37,20,18,1996,7004621374,https://www.scopus.com/authid/detail.url?authorId=7004621374,Dartmouth College
"Helali, Christopher",2,2023,0,0,0,0,0,2022,58194859300,https://www.scopus.com/authid/detail.url?authorId=58194859300,Dartmouth College
"Liu, Junjie V.",2,2014,87,43.5,1.29,10,0,2013,35741022300,https://www.scopus.com/authid/detail.url?authorId=35741022300,National Institutes of Health
"Filimonova, Tatiana",2,2023,0,0,0,0,0,2023,58337828600,https://www.scopus.com/authid/detail.url?authorId=58337828600,Dartmouth College
"Clem, Kathleen J.",2,2023,39,19.5,1.73,16,1,2020,6602501634,https://www.scopus.com/authid/detail.url?authorId=6602501634,Dartmouth College
"Song, Yue",2,2013,22,11,1.49,2,0,2013,55494171400,https://www.scopus.com/authid/detail.url?authorId=55494171400,Dartmouth College
"Owusu-Brackett, Nicci",2,2014,12,6,0.32,4,0,2010,36656122900,https://www.scopus.com/authid/detail.url?authorId=36656122900,Ohio State University
"Damasio, Alejandro",2,2020,46,23,0.67,2,0,2017,57197762950,https://www.scopus.com/authid/detail.url?authorId=57197762950,Unknown affiliation
"Love, Tiffany M.",2,2022,10,5,1.03,27,0,2022,24492034900,https://www.scopus.com/authid/detail.url?authorId=24492034900,University of Utah
"Mwaura, Bethany W.",2,2023,27,13.5,1.47,2,0,2020,57219782543,https://www.scopus.com/authid/detail.url?authorId=57219782543,Dartmouth College
"Henderson, Leslie P.",2,2016,49,24.5,0.71,25,2,1996,7202440843,https://www.scopus.com/authid/detail.url?authorId=7202440843,Dartmouth College
"Tobar-Santamaria, Allison",2,2022,3,1.5,0.17,3,0,2021,57216370042,https://www.scopus.com/authid/detail.url?authorId=57216370042,Dartmouth College
"Korc, Murray",2,2021,0,0,0,83,16,2004,7103266313,https://www.scopus.com/authid/detail.url?authorId=7103266313,University of California at Irvine
"Lee, Grace J.",2,2024,3,1.5,1.15,1,0,2023,58170360900,https://www.scopus.com/authid/detail.url?authorId=58170360900,Dartmouth College
"Marceau, Skyla R.",2,2022,6,3,0.37,1,0,2021,57444296800,https://www.scopus.com/authid/detail.url?authorId=57444296800,Dartmouth College
"Ryu, Jaehyeon",2,2023,6,3,0.98,3,0,2022,57223088326,https://www.scopus.com/authid/detail.url?authorId=57223088326,Unknown affiliation
"Akosah, Emmanuel S.",2,2017,0,0,0,0,0,2017,57197709866,https://www.scopus.com/authid/detail.url?authorId=57197709866,Unknown affiliation
"Koenig, Karl M.",2,2017,80,40,2.3,20,1,2016,21742898800,https://www.scopus.com/authid/detail.url?authorId=21742898800,University of Texas at Austin
"Levin, Theodore",2,2018,11,5.5,1.3,1,1,2013,57210416332,https://www.scopus.com/authid/detail.url?authorId=57210416332,Dartmouth College
"Shingai, Quin K.",2,2023,8,4,1.43,2,0,2022,57822906800,https://www.scopus.com/authid/detail.url?authorId=57822906800,Iowa State University
"Resnick, Corey T.",2,2023,9,4.5,1.1,2,0,2023,57491475600,https://www.scopus.com/authid/detail.url?authorId=57491475600,Dartmouth College
"Mills, Tracey",2,2022,0,0,0,1,0,2021,57402161500,https://www.scopus.com/authid/detail.url?authorId=57402161500,Massachusetts Institute of Technology
"Levy, Norman B.",2,2013,24,12,0.13,18,3,1998,7202957589,https://www.scopus.com/authid/detail.url?authorId=7202957589,Unknown affiliation
"Crochiere, Rebecca J.",2,2017,30,15,0.88,9,0,2017,57192982354,https://www.scopus.com/authid/detail.url?authorId=57192982354,Williams College
"Yang, Kevin",2,2018,5,2.5,0.16,2,0,2018,57202925447,https://www.scopus.com/authid/detail.url?authorId=57202925447,Dartmouth College
"Khan, Golam Rezwan",2,2013,12,6,0.54,2,0,2013,55772926200,https://www.scopus.com/authid/detail.url?authorId=55772926200,Dartmouth College
"Zhang, Youzhi",2,2021,11,5.5,1.08,5,0,2021,57196125113,https://www.scopus.com/authid/detail.url?authorId=57196125113,Chinese Academy of Sciences
"Li, Zhigang",2,2013,39,19.5,0.56,2,0,2013,57191700211,https://www.scopus.com/authid/detail.url?authorId=57191700211,Unknown affiliation
"Theiler, Shaleen K.",2,2015,34,17,0.63,3,0,2014,57192200837,https://www.scopus.com/authid/detail.url?authorId=57192200837,Dartmouth College
"Andrews, Steven B.",2,2014,26,13,0.13,4,0,2010,56640692800,https://www.scopus.com/authid/detail.url?authorId=56640692800,University of Texas at Austin
"Bao, Thomas J.",2,2013,203,101.5,11.96,4,2,2012,55776564300,https://www.scopus.com/authid/detail.url?authorId=55776564300,Dartmouth College
"Li, Xiangjun",2,2016,32,16,0.66,17,0,2016,55718356900,https://www.scopus.com/authid/detail.url?authorId=55718356900,China Jiliang University
"Liao, Hang",2,2024,1,0.5,0.76,1,0,2023,58475085000,https://www.scopus.com/authid/detail.url?authorId=58475085000,Unknown affiliation
"Glick, Andrew L.",2,2020,34,17,1.13,2,0,2019,57210696290,https://www.scopus.com/authid/detail.url?authorId=57210696290,Dartmouth College
"Slein, Matthew D.",2,2024,7,3.5,1.83,12,0,2022,57200964135,https://www.scopus.com/authid/detail.url?authorId=57200964135,Dartmouth College
"Sam, Soya Sisy",2,2014,18,9,0.73,16,0,2013,56597687000,https://www.scopus.com/authid/detail.url?authorId=56597687000,Brown University
"White, Hillary D.",2,2015,71,35.5,0.51,11,0,1997,7402382067,https://www.scopus.com/authid/detail.url?authorId=7402382067,Unknown affiliation
"Childers, Eva",2,2022,7,3.5,0.65,1,0,2022,57220894499,https://www.scopus.com/authid/detail.url?authorId=57220894499,Dartmouth College
"Favreau, Hannah J.",2,2023,4,2,0.26,1,0,2022,57435188800,https://www.scopus.com/authid/detail.url?authorId=57435188800,Dartmouth College
"Yang, Hee-sung",2,2014,4,2,0.13,1,0,2014,56415246700,https://www.scopus.com/authid/detail.url?authorId=56415246700,Unknown affiliation
"Zide, Benjamin S.",2,2023,10,5,0.77,3,0,2022,57209409836,https://www.scopus.com/authid/detail.url?authorId=57209409836,Harvard University
"Chaudhry, Aneeq S.",2,2019,72,36,1.91,2,1,2017,57212146327,https://www.scopus.com/authid/detail.url?authorId=57212146327,Dartmouth College
"Lu, Xuan",2,2020,81,40.5,1.82,12,0,2019,59114019700,https://www.scopus.com/authid/detail.url?authorId=59114019700,Nankai University
"Haris, Themistoklis K.",2,2022,17,8.5,0.46,1,0,2020,57221103584,https://www.scopus.com/authid/detail.url?authorId=57221103584,Dartmouth College
"Sul, Sunhae",2,2015,260,130,5.3,11,1,2015,55200845000,https://www.scopus.com/authid/detail.url?authorId=55200845000,Pusan National University
"Hwa, John",2,2015,44,22,0.69,47,2,2001,7005878922,https://www.scopus.com/authid/detail.url?authorId=7005878922,Yale University
"Kuta, Anna",2,2017,184,92,1.42,3,1,2016,57192540721,https://www.scopus.com/authid/detail.url?authorId=57192540721,Unknown affiliation
"Li, Jing",2,2016,77,38.5,1.38,2,0,2014,57196157877,https://www.scopus.com/authid/detail.url?authorId=57196157877,Dartmouth College
"Dollar, Emily",2,2019,26,13,0.66,4,0,2017,57191165131,https://www.scopus.com/authid/detail.url?authorId=57191165131,Oregon Health and Science University
"Forman, Judith L.",2,2022,48,24,0.19,1,0,2013,55734590000,https://www.scopus.com/authid/detail.url?authorId=55734590000,Dartmouth College
"Khan, Tahsin",2,2023,1,0.5,0.55,1,0,2022,57740863800,https://www.scopus.com/authid/detail.url?authorId=57740863800,Dartmouth College
"Feldman, Daniel R.",2,2024,0,0,0,2,0,2023,58765568700,https://www.scopus.com/authid/detail.url?authorId=58765568700,Dartmouth College
"Sabella, Jeremy Luis",2,2020,3,1.5,0.74,1,0,2019,57190619639,https://www.scopus.com/authid/detail.url?authorId=57190619639,Dartmouth College
"Sclafani, Alexandra",2,2021,13,6.5,0.45,2,0,2017,57205553849,https://www.scopus.com/authid/detail.url?authorId=57205553849,Dartmouth College
"Brog, Rachel A.",2,2022,23,11.5,2.75,3,1,2022,57195627051,https://www.scopus.com/authid/detail.url?authorId=57195627051,Unknown affiliation
"Byrum, Travis",2,2024,1,0.5,1.68,1,1,2023,58653614200,https://www.scopus.com/authid/detail.url?authorId=58653614200,Dartmouth College
"Vaid, Esha",2,2019,30,15,1.35,2,0,2018,57204656426,https://www.scopus.com/authid/detail.url?authorId=57204656426,Pennsylvania State University
"Peterson, David A.",2,2019,7,3.5,0.67,2,0,2011,56749328300,https://www.scopus.com/authid/detail.url?authorId=56749328300,Dartmouth College
"Ranson, Matthew S.",2,2019,119,59.5,2.28,2,1,2012,55516039900,https://www.scopus.com/authid/detail.url?authorId=55516039900,Dartmouth College
"William Danby, F.",2,2015,116,58,2.31,2,1,2012,56901340800,https://www.scopus.com/authid/detail.url?authorId=56901340800,Dartmouth College
"Yu, Miranda",2,2023,0,0,0,0,0,2023,58440340100,https://www.scopus.com/authid/detail.url?authorId=58440340100,Dartmouth College
"Adenbaum, Ben",2,2023,1,0.5,0.34,1,0,2023,58038434200,https://www.scopus.com/authid/detail.url?authorId=58038434200,Dartmouth College
"McAuliffe, Timothy",2,2024,0,0,0,3,0,2022,57215476501,https://www.scopus.com/authid/detail.url?authorId=57215476501,Dartmouth College
"Bunnag, Nawat",2,2023,20,10,1.28,4,0,2021,57216201240,https://www.scopus.com/authid/detail.url?authorId=57216201240,Dartmouth College
"Riddell, Allen B.",2,2018,23,11.5,0.79,5,0,2015,57188815646,https://www.scopus.com/authid/detail.url?authorId=57188815646,Indiana University Bloomington
"Taylor-Black, Sarah A.",2,2024,13,6.5,0.13,3,0,2014,55328529500,https://www.scopus.com/authid/detail.url?authorId=55328529500,Dartmouth College
"Reynolds, Elizabeth A.",2,2023,48,24,5.3,2,2,2022,57418844000,https://www.scopus.com/authid/detail.url?authorId=57418844000,Dartmouth College
"Karra, Prasoona",2,2023,4,2,1.11,5,0,2023,55266350600,https://www.scopus.com/authid/detail.url?authorId=55266350600,University of Utah
"Zipursky, Jonathan Samuel",2,2018,58,29,1.32,13,1,2012,55504297600,https://www.scopus.com/authid/detail.url?authorId=55504297600,University of Toronto
"Flanagan, Victoria A.",2,2016,122,61,3.08,7,1,1999,7003736781,https://www.scopus.com/authid/detail.url?authorId=7003736781,Unknown affiliation
"Pyfer, Bryan J.",2,2016,53,26.5,1.66,8,1,2015,56676410900,https://www.scopus.com/authid/detail.url?authorId=56676410900,Duke University
"Ouyang, Wei",2,2024,1,0.5,2.33,17,1,2023,55632052500,https://www.scopus.com/authid/detail.url?authorId=55632052500,Northwestern University
"Peck, James R.",2,2017,53,26.5,0.67,2,0,2015,56497572500,https://www.scopus.com/authid/detail.url?authorId=56497572500,Dartmouth College
"Tsougranis, Gregory H.",2,2021,47,23.5,2.28,3,1,2020,57200148695,https://www.scopus.com/authid/detail.url?authorId=57200148695,Unknown affiliation
"Krishna, M.",2,2024,1,0.5,0.27,1,0,2023,56421515400,https://www.scopus.com/authid/detail.url?authorId=56421515400,Unknown affiliation
"Garthwaite, Gene R.",2,2018,6,3,0.33,3,0,2010,56951718600,https://www.scopus.com/authid/detail.url?authorId=56951718600,Dartmouth College
"Lynde, David W.",2,2019,104,52,2.82,11,3,2003,6506097046,https://www.scopus.com/authid/detail.url?authorId=6506097046,Unknown affiliation
"Blazanovic, Kristina",2,2015,66,33,1.33,2,0,2014,56114264800,https://www.scopus.com/authid/detail.url?authorId=56114264800,Dartmouth College
"Gad, Heba",2,2019,3,1.5,0.75,1,0,2013,55945016800,https://www.scopus.com/authid/detail.url?authorId=55945016800,Dartmouth College
"Sollender, Grace E.",2,2019,91,45.5,1.75,3,1,2017,55521253300,https://www.scopus.com/authid/detail.url?authorId=55521253300,University of California at Los Angeles
"McCulloch, Laura J.",2,2017,151,75.5,1.75,2,0,2015,57096335400,https://www.scopus.com/authid/detail.url?authorId=57096335400,Dartmouth College
"Crosby, Nancy A.",2,2013,12,6,0.36,8,0,2012,7003948597,https://www.scopus.com/authid/detail.url?authorId=7003948597,Unknown affiliation
"Reyes, Dindo Y.",2,2016,32,16,1.32,7,0,2008,7003378975,https://www.scopus.com/authid/detail.url?authorId=7003378975,Dartmouth College
"Stith, Kate",2,2018,16,8,0.89,7,0,2018,6505923879,https://www.scopus.com/authid/detail.url?authorId=6505923879,Harvard University
"Smith, Ryan H.",2,2014,90,45,1,2,0,2013,7410289773,https://www.scopus.com/authid/detail.url?authorId=7410289773,Dartmouth College
"Paz, Gerardo Andres",2,2016,109,54.5,1.39,16,0,2014,16176173100,https://www.scopus.com/authid/detail.url?authorId=16176173100,Griffith University Queensland
"Tito, Nicholas B.",2,2013,85,42.5,1.51,12,0,2010,35303859600,https://www.scopus.com/authid/detail.url?authorId=35303859600,Eindhoven University of Technology
"McLellan, Jason S.",2,2019,7,3.5,0.25,31,0,2019,57216111656,https://www.scopus.com/authid/detail.url?authorId=57216111656,University of Texas at Austin
"Aguilera-Fish, Andres",2,2022,13,6.5,1,4,0,2021,57221618910,https://www.scopus.com/authid/detail.url?authorId=57221618910,Department of Veterans Affairs
"Rajendran, Sreevaishali",2,2022,18,9,0.81,2,0,2019,57209849659,https://www.scopus.com/authid/detail.url?authorId=57209849659,Dartmouth College
"Stearns, Diane M.",2,2019,24,12,1.81,6,0,2010,57226363686,https://www.scopus.com/authid/detail.url?authorId=57226363686,Dartmouth College
"Coe, Marcus P.",2,2021,30,15,1.42,11,1,2017,15838718300,https://www.scopus.com/authid/detail.url?authorId=15838718300,Dartmouth College
"Zhang, Zhiyun",2,2018,245,122.5,2.79,2,1,2017,57194409538,https://www.scopus.com/authid/detail.url?authorId=57194409538,Unknown affiliation
"Dokko, Rachel",2,2020,29,14.5,0.82,2,0,2019,57497539500,https://www.scopus.com/authid/detail.url?authorId=57497539500,Unknown affiliation
