,uid,title,authors,researcherIds,pubyear,source_title,volume,page_start,page_end,page_count,doi,issn,eissn,isbn,citation_counts,author_keywords,record_links,citing_links,reference_links,related_links
253,WOS:000765263800004,Ice Age megafauna rock art in the Colombian Amazon?,"Iriarte, J; Ziegler, MJ; Outram, AK; Robinson, M; Roberts, P; Aceituno, FJ; Morcote-Ríos, G; Keesey, TM",A-1141-2010; GDT-1771-2022; A-1139-2010; GBP-2501-2022; L-2232-2013; DUJ-8396-2022; JGP-4731-2023; CXZ-1990-2022,2022,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,377,,,11,10.1098/rstb.2020.0496,0962-8436,1471-2970,,12,pleistocene; rock art; megafauna; amazonia; peopling of the americas,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000765263800004&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000765263800004&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000765263800004&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000765263800004&DestLinkType=RelatedRecords&DestApp=WOS_CPL
254,WOS:000769557100001,Developing Community Co-designed Scenario-Based Training for Police Mental Health Crisis Response: a Relational Policing Approach to De-escalation,"Lavoie, JAA; Alvarez, N; Kandil, Y",DBH-8653-2022; NRY-4964-2025; FCU-9534-2022,2022,JOURNAL OF POLICE AND CRIMINAL PSYCHOLOGY,37,587,601,15,10.1007/s11896-022-09500-2,0882-0783,1936-6469,,10,police; training; mental health; crisis; partnership; relational policing,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000769557100001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000769557100001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000769557100001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000769557100001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
255,WOS:000771136200019,The Glycolytic Gatekeeper PDK1 defines different metabolic states between genetically distinct subtypes of human acute myeloid leukemia,"Erdem, A; Marin, S; Pereira-Martins, DA; Cortés, R; Cunningham, A; Pruis, MG; de Boer, B; van den Heuvel, FAJ; Geugien, M; Wierenga, ATJ; Brouwers-Vos, AZ; Rego, EM; Huls, G; Cascante, M; Schuringa, JJ",IRG-8692-2023; C-5492-2017; CCN-1333-2022; F-7240-2015; ESQ-6232-2022; DNL-5881-2022; GBR-6893-2022; EAJ-5198-2022; CSM-8675-2022; ECX-6209-2022; CHV-6549-2022; Y-5572-2019; CUI-7115-2022; AFK-5991-2022; DSB-4929-2022,2022,NATURE COMMUNICATIONS,13,,,16,10.1038/s41467-022-28737-3,,2041-1723,,41,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000771136200019&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000771136200019&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000771136200019&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000771136200019&DestLinkType=RelatedRecords&DestApp=WOS_CPL
256,WOS:000784150200001,The Coming of Age of Preclinical Models of MDS,"Liu, W; Teodorescu, P; Halene, S; Ghiaur, G",DWK-4676-2022; GGF-8613-2022; GAJ-6817-2022; DUK-0474-2022,2022,FRONTIERS IN ONCOLOGY,12,,,14,10.3389/fonc.2022.815037,2234-943X,,,15,humanized mouse models; immunodeficient mouse models; transgenic mouse models; xenograft animal model; myelodysplastic syndromes (mds),https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000784150200001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000784150200001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000784150200001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000784150200001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
257,WOS:000797472500001,Application of Computer 3D Modeling Technology in Modern Garden Ecological Landscape Simulation Design (Retracted Article),"Gong, P; Li, JX",IRT-6308-2023; GMR-4885-2022,2022,SECURITY AND COMMUNICATION NETWORKS,2022,,,8,10.1155/2022/7646452,1939-0114,1939-0122,,3,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000797472500001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000797472500001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000797472500001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000797472500001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
258,WOS:000792599600009,Paediatric Strategy Forum for medicinal product development of chimeric antigen receptor T-cells in children and adolescents with cancer ACCELERATE in collaboration with the European Medicines Agency with participation of the Food and Drug Administration,"Pearson, ADJ; Rossig, C; Mackall, C; Shah, NN; Baruchel, A; Reaman, G; Ricafort, R; Heenen, D; Bassan, A; Berntgen, M; Bird, N; Bleickardt, E; Bouchkouj, N; Bross, P; Brownstein, C; Cohen, SB; de Rojas, T; Ehrlich, L; Fox, E; Gottschalk, S; Hanssens, L; Hawkins, DS; Horak, ID; Taylor, DH; Johnson, C; Karres, D; Ligas, F; Ludwinski, D; Mamonkin, M; Marshall, L; Masouleh, BK; Matloub, Y; Maude, S; McDonough, J; Minard-Colin, V; Norga, K; Nysom, K; Pappo, A; Pearce, L; Pieters, R; Pule, M; Quintás-Cardama, A; Richardson, N; Schüssler-Lenz, M; Scobie, N; Sersch, MA; Smith, MA; Sterba, J; Tasian, SK; Weigel, B; Weiner, SL; Zwaan, CM; Lesa, G; Vassal, G",JEX-9045-2023; HKN-4057-2023; DFT-1947-2022; FWR-6008-2022; GSE-7780-2022; FVJ-3079-2022; FVJ-7066-2022; CTI-4444-2022; CEI-3640-2022; CES-1958-2022; LMO-2445-2024; CGQ-5309-2022; CHL-8196-2022; CJF-3862-2022; EPG-1980-2022; GDD-7878-2022; W-5749-2019; CNF-2293-2022; AAD-5341-2020; M-9343-2018; EZF-0385-2022; DYB-9262-2022; CTS-0218-2022; EAL-9207-2022; FCM-4124-2022; FBZ-3076-2022; DBZ-4464-2022; DWH-4564-2022; GFM-9469-2022; IGH-4881-2023; DGJ-6259-2022; DGD-0804-2022; DFF-2073-2022; HZD-0994-2023; JJN-7953-2023; DKM-4440-2022; DKY-8229-2022; DYR-1198-2022; DXB-2414-2022; FVM-1135-2022; GDC-2928-2022; JHJ-5567-2023; FXF-1734-2022; JHR-4784-2023; FWV-5286-2022; FVD-1719-2022; ITJ-6232-2023; N-6156-2016; GCK-8193-2022; EFM-1599-2022; CGH-2634-2022; EIB-2727-2022; DBO-4042-2022; EEU-5598-2022,2022,EUROPEAN JOURNAL OF CANCER,160,112,133,22,10.1016/j.ejca.2021.10.016,0959-8049,1879-0852,,28,paediatric oncology; car t-cell; adoptive cellular immunotherapy; paediatric strategy forum; drug development; cancer therapeutics,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000792599600009&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000792599600009&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000792599600009&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000792599600009&DestLinkType=RelatedRecords&DestApp=WOS_CPL
259,WOS:000799135900001,Emerging drug targets for triple-negative breast cancer: a guided tour of the preclinical landscape,"Xie, XM; Lee, J; Iwase, T; Kai, MGM; Ueno, NT",JXW-4846-2024; LWD-3555-2024; GPS-4381-2022; CXO-9960-2022; GCI-1502-2022,2022,EXPERT OPINION ON THERAPEUTIC TARGETS,26,405,425,21,10.1080/14728222.2022.2077188,1472-8222,1744-7631,,6,triple-negative breast cancer; antibody-drug conjugates; bispecific antibodies; immune cells engineered with chimeric antigen receptors; photoimmunotherapy; tumor microenvironment,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000799135900001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000799135900001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000799135900001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000799135900001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
260,WOS:000810551500006,Oncolytic virus expressing PD-1 inhibitors activates a collaborative intratumoral immune response to control tumor and synergizes with CTLA-4 or TIM-3 blockade,"Ju, F; Luo, Y; Lin, CL; Jia, X; Xu, ZL; Tian, R; Lin, YH; Zhao, M; Chang, YT; Huang, XX; Li, SP; Ren, WF; Qin, YN; Yu, MQ; Jia, JZ; Han, JL; Luo, WX; Zhang, J; Fu, G; Ye, XZ; Huang, CH; Xia, NS",HXB-2434-2023; DGC-8426-2022; KWU-0233-2024; FWQ-9888-2022; LDL-2586-2024; GFQ-5095-2022; KGX-1753-2024; GLC-2732-2022; E-1761-2012; ITA-0369-2023; AAM-9713-2020; FYS-8327-2022; GRB-9674-2022; IIH-8848-2023; HXA-4201-2023; CSS-4707-2022; GRO-5989-2022; JVX-0655-2024; EWU-0934-2022; ABE-2275-2021; KCJ-3622-2024; G-4647-2010,2022,JOURNAL FOR IMMUNOTHERAPY OF CANCER,10,,,17,10.1136/jitc-2022-004762,,2051-1426,,53,oncolytic virotherapy; tumor microenvironment; immunotherapy; oncolytic viruses,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000810551500006&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000810551500006&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000810551500006&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000810551500006&DestLinkType=RelatedRecords&DestApp=WOS_CPL
261,WOS:000800301800006,Brolucizumab for the treatment of diabetic macular edema,"Kuo, BL; Singh, RP",GCX-1055-2022; LXM-4358-2024,2022,CURRENT OPINION IN OPHTHALMOLOGY,33,167,173,7,10.1097/ICU.0000000000000849,1040-8738,1531-7021,,17,antivascular endothelial growth factor; brolucizumab; diabetic macular edema,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000800301800006&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000800301800006&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000800301800006&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000800301800006&DestLinkType=RelatedRecords&DestApp=WOS_CPL
262,WOS:000806794600004,"From Desk to Field: Countering Agrourbanism's ""Paper Landscapes"" Through Phenomenology, Thick Description, and Immersive Walking","France, R",CPE-9173-2022,2022,URBAN PLANNING,7,155,159,5,10.17645/up.v7i2.5591,2183-7635,,,2,landscape phenomenology; thick description; walking methodology,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000806794600004&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000806794600004&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000806794600004&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000806794600004&DestLinkType=RelatedRecords&DestApp=WOS_CPL
263,WOS:000809336200017,Humanizing Health and Social Care Support for People With Intellectual and Developmental Disabilities: Protocol for a Scoping Review,"Milne-Ives, M; Shankar, R; Goodley, D; Lamb, K; Laugharne, R; Harding, T; Meinert, E",GCG-1467-2022; I-9028-2019; DYI-7848-2022; GCI-4945-2022; FCE-5765-2022; GBE-6190-2022; L-7949-2019,2022,JMIR RESEARCH PROTOCOLS,11,,,7,10.2196/31720,1929-0748,,,3,developmental disabilities; intellectual disability; delivery of health care; patient care management; social work; social support; patient-centered care; empathy; respect; social care,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000809336200017&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000809336200017&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000809336200017&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000809336200017&DestLinkType=RelatedRecords&DestApp=WOS_CPL
264,WOS:000810344800001,Emerging therapies to target CNS pathophysiology in multiple sclerosis,"Oh, J; Bar-Or, A",FXB-9750-2022; AIC-1416-2022,2022,NATURE REVIEWS NEUROLOGY,18,466,475,10,10.1038/s41582-022-00675-0,1759-4758,1759-4766,,39,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000810344800001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000810344800001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000810344800001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000810344800001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
265,WOS:000811182400001,Treatment Options for Metastatic Urothelial Carcinoma After First-Line Chemotherapy,"Tassinari, E; Mollica, V; Nuvola, G; Marchetti, A; Rosellini, M; Massari, F",GFA-7281-2022; AAB-6069-2022; DVZ-5508-2022; LTE-4809-2024; LTE-9997-2024; K-7239-2016,2022,CANCER MANAGEMENT AND RESEARCH,14,1945,1960,16,10.2147/CMAR.S287904,1179-1322,,,10,urothelial carcinoma; immunotherapy; immune-checkpoint inhibitors; fgfr inhibitor; antibody-drug conjugates,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000811182400001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000811182400001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000811182400001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000811182400001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
266,WOS:000817216400005,PD-L1 blockade restores CAR T cell activity through IFN-γ-regulation of CD163+M2 macrophages,"Yamaguchi, Y; Gibson, J; Ou, K; Lopez, LS; Ng, RH; Leggett, N; Jonsson, VD; Zarif, JC; Lee, PP; Wang, XL; Martinez, C; Dorff, TB; Forman, SJ; Priceman, SJ",KBJ-8686-2024; EWA-8614-2022; HXS-7184-2023; FHJ-6331-2022; HQU-9900-2023; GCE-5820-2022; DYA-7234-2022; GKJ-0938-2022; KXS-0736-2024; LWV-5894-2024; HFE-9005-2022; ESR-4131-2022; EVW-5686-2022; DNZ-7709-2022,2022,JOURNAL FOR IMMUNOTHERAPY OF CANCER,10,,,15,10.1136/jitc-2021-004400,,2051-1426,,78,tumor microenvironment; immunotherapy; adoptive; macrophages,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000817216400005&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000817216400005&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000817216400005&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000817216400005&DestLinkType=RelatedRecords&DestApp=WOS_CPL
267,WOS:000763977500002,Application of Computer Simulation Analysis in Green City Garden Plant Landscape Design (Retracted Article),"Zhang, J",JVY-4545-2024,2021,SCIENTIFIC PROGRAMMING,2021,,,9,10.1155/2021/9422417,1058-9244,1875-919X,,1,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000763977500002&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000763977500002&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000763977500002&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000763977500002&DestLinkType=RelatedRecords&DestApp=WOS_CPL
268,WOS:000834355500001,Creating Middle Ground: Transforming Outdoor Informal Learning Landscapes,"Gutwill, JP; Chien, HY; Lani, S; Winterheld, H; Miller, L; Garibay, C",CTZ-0447-2022; ESP-7934-2022; GPI-0427-2022; GJG-4193-2022; MKK-7198-2025; EYL-0915-2022,2022,CURATOR-THE MUSEUM JOURNAL,65,869,886,18,10.1111/cura.12493,0011-3069,2151-6952,,2,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000834355500001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000834355500001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000834355500001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000834355500001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
269,WOS:000854480100001,Humanizing the Landscape from the Edge(s) of Empire: Wakanda-Geographies of the Global South,"Sealey, KF",FZP-3623-2022,2022,NEW POLITICAL SCIENCE,44,457,465,9,10.1080/07393148.2022.2119332,0739-3148,1469-9931,,1,afrofuturism; black expressive culture; black panther; black world-making; fred moten; global south; steelpan; sylvia wynter,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000854480100001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000854480100001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000854480100001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000854480100001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
270,WOS:000862479100001,Isolation of an escape-resistant SARS-CoV-2 neutralizing nanobody from a novel synthetic nanobody library,"Dormeshkin, D; Shapira, M; Dubovik, S; Kavaleuski, A; Katsin, M; Migas, A; Meleshko, A; Semyonov, S",JFS-2848-2023; LDG-6597-2024; GWN-5342-2022; DWA-4059-2022; GPA-0853-2022; FNJ-6739-2022; GEV-6734-2022; GWO-3974-2022,2022,FRONTIERS IN IMMUNOLOGY,13,,,14,10.3389/fimmu.2022.965446,1664-3224,,,10,covid-19; sars-cov-2; synthetic library; rbd; neutralization; nanobody; vhh,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000862479100001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000862479100001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000862479100001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000862479100001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
271,WOS:000863841100001,Real-life effectiveness of tildrakizumab in chronic plaque psoriasis: A 52-week multicentre retrospective study-IL PSO (Italian landscape psoriasis),"Narcisi, A; Valenti, M; Gargiulo, L; Ibba, L; Amoruso, F; Argenziano, G; Bardazzi, F; Burlando, M; Carrera, CG; Damiani, G; Dapavo, P; Dini, V; Franchi, C; Girolomoni, G; Guarneri, C; Loconsole, F; Sampogna, F; Travaglini, M; Malagoli, P; Costanzo, A",HJY-8031-2023; ABE-7294-2020; AAB-4094-2021; JRW-1769-2023; GLW-0077-2022; CEB-5010-2022; HKE-8187-2023; AAO-9931-2021; EPT-8559-2022; AAG-6507-2019; CMP-5130-2022; DTX-3149-2022; JCF-4577-2023; AAC-3405-2022; FZQ-4064-2022; OGB-2175-2025; J-2636-2019; EBZ-4070-2022; DVN-8866-2022; GZG-2433-2022,2023,JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY,37,93,103,11,10.1111/jdv.18594,0926-9959,1468-3083,,38,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000863841100001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000863841100001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000863841100001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000863841100001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
